date,city,group,twin_pair,daily_sales
2025-06-16,Denver,Control,Austin / Denver,12600.25
2025-06-17,Denver,Control,Austin / Denver,12770.94
2025-06-18,Denver,Control,Austin / Denver,12268.26
2025-06-19,Denver,Control,Austin / Denver,12657.31
2025-06-20,Denver,Control,Austin / Denver,12110.18
2025-06-21,Denver,Control,Austin / Denver,13807.4
2025-06-22,Denver,Control,Austin / Denver,13535.72
2025-06-23,Denver,Control,Austin / Denver,12364.82
2025-06-24,Denver,Control,Austin / Denver,13059.47
2025-06-25,Denver,Control,Austin / Denver,13012.78
2025-06-26,Denver,Control,Austin / Denver,12847.41
2025-06-27,Denver,Control,Austin / Denver,12254.7
2025-06-28,Denver,Control,Austin / Denver,13763.49
2025-06-29,Denver,Control,Austin / Denver,14300.44
2025-06-30,Denver,Control,Austin / Denver,12691.5
2025-07-01,Denver,Control,Austin / Denver,13454.12
2025-07-02,Denver,Control,Austin / Denver,12779.89
2025-07-03,Denver,Control,Austin / Denver,12708.74
2025-07-04,Denver,Control,Austin / Denver,13672.05
2025-07-05,Denver,Control,Austin / Denver,13920.11
2025-07-06,Denver,Control,Austin / Denver,13817.58
2025-07-07,Denver,Control,Austin / Denver,12880.77
2025-07-08,Denver,Control,Austin / Denver,12964.21
2025-07-09,Denver,Control,Austin / Denver,12350.13
2025-07-10,Denver,Control,Austin / Denver,12154.59
2025-07-11,Denver,Control,Austin / Denver,11972.59
2025-07-12,Denver,Control,Austin / Denver,14022.24
2025-07-13,Denver,Control,Austin / Denver,13451.9
2025-07-14,Denver,Control,Austin / Denver,11842.66
2025-07-15,Denver,Control,Austin / Denver,12724.71
2025-07-16,Denver,Control,Austin / Denver,13453.26
2025-07-17,Denver,Control,Austin / Denver,12570.05
2025-07-18,Denver,Control,Austin / Denver,12856.59
2025-07-19,Denver,Control,Austin / Denver,13817.16
2025-07-20,Denver,Control,Austin / Denver,13743.8
2025-07-21,Denver,Control,Austin / Denver,12854.46
2025-07-22,Denver,Control,Austin / Denver,12420.05
2025-07-23,Denver,Control,Austin / Denver,12603.59
2025-07-24,Denver,Control,Austin / Denver,12610.45
2025-07-25,Denver,Control,Austin / Denver,12251.38
2025-07-26,Denver,Control,Austin / Denver,14054.29
2025-07-27,Denver,Control,Austin / Denver,13632.22
2025-07-28,Denver,Control,Austin / Denver,12179.85
2025-07-29,Denver,Control,Austin / Denver,12617.58
2025-07-30,Denver,Control,Austin / Denver,12100.3
2025-07-31,Denver,Control,Austin / Denver,12409.14
2025-08-01,Denver,Control,Austin / Denver,12380.14
2025-08-02,Denver,Control,Austin / Denver,13982.01
2025-08-03,Denver,Control,Austin / Denver,13751.26
2025-08-04,Denver,Control,Austin / Denver,12324.09
2025-08-05,Denver,Control,Austin / Denver,12601.39
2025-08-06,Denver,Control,Austin / Denver,12783.64
2025-08-07,Denver,Control,Austin / Denver,12473.78
2025-08-08,Denver,Control,Austin / Denver,12263.25
2025-08-09,Denver,Control,Austin / Denver,13016.17
2025-08-10,Denver,Control,Austin / Denver,13082.82
2025-08-11,Denver,Control,Austin / Denver,12093.7
2025-08-12,Denver,Control,Austin / Denver,11966.74
2025-08-13,Denver,Control,Austin / Denver,12093.81
2025-08-14,Denver,Control,Austin / Denver,12157.9
2025-08-15,Denver,Control,Austin / Denver,12301.94
2025-08-16,Denver,Control,Austin / Denver,13305.0
2025-08-17,Denver,Control,Austin / Denver,13477.76
2025-08-18,Denver,Control,Austin / Denver,12072.53
2025-08-19,Denver,Control,Austin / Denver,11335.71
2025-08-20,Denver,Control,Austin / Denver,11675.22
2025-08-21,Denver,Control,Austin / Denver,11930.11
2025-08-22,Denver,Control,Austin / Denver,11533.43
2025-08-23,Denver,Control,Austin / Denver,13377.79
2025-08-24,Denver,Control,Austin / Denver,13679.3
2025-08-25,Denver,Control,Austin / Denver,12310.57
2025-08-26,Denver,Control,Austin / Denver,11784.51
2025-08-27,Denver,Control,Austin / Denver,12355.93
2025-08-28,Denver,Control,Austin / Denver,11860.95
2025-08-29,Denver,Control,Austin / Denver,11665.45
2025-08-30,Denver,Control,Austin / Denver,12778.03
2025-08-31,Denver,Control,Austin / Denver,12860.95
2025-09-01,Denver,Control,Austin / Denver,12519.85
2025-09-02,Denver,Control,Austin / Denver,11739.07
2025-09-03,Denver,Control,Austin / Denver,11709.16
2025-09-04,Denver,Control,Austin / Denver,11627.4
2025-09-05,Denver,Control,Austin / Denver,11752.47
2025-09-06,Denver,Control,Austin / Denver,13224.34
2025-09-07,Denver,Control,Austin / Denver,13112.89
2025-09-08,Denver,Control,Austin / Denver,10998.63
2025-09-09,Denver,Control,Austin / Denver,10597.16
2025-09-10,Denver,Control,Austin / Denver,11790.63
2025-09-11,Denver,Control,Austin / Denver,10957.69
2025-09-12,Denver,Control,Austin / Denver,11329.83
2025-09-13,Denver,Control,Austin / Denver,12206.28
2025-09-14,Denver,Control,Austin / Denver,11957.38
2025-09-15,Denver,Control,Austin / Denver,11514.78
2025-09-16,Denver,Control,Austin / Denver,11563.13
2025-09-17,Denver,Control,Austin / Denver,11067.77
2025-09-18,Denver,Control,Austin / Denver,10334.77
2025-09-19,Denver,Control,Austin / Denver,11022.53
2025-09-20,Denver,Control,Austin / Denver,12557.92
2025-09-21,Denver,Control,Austin / Denver,11875.24
2025-09-22,Denver,Control,Austin / Denver,11194.13
2025-09-23,Denver,Control,Austin / Denver,11096.71
2025-09-24,Denver,Control,Austin / Denver,11276.98
2025-09-25,Denver,Control,Austin / Denver,11088.28
2025-09-26,Denver,Control,Austin / Denver,10678.11
2025-09-27,Denver,Control,Austin / Denver,12644.8
2025-09-28,Denver,Control,Austin / Denver,12142.92
2025-09-29,Denver,Control,Austin / Denver,10926.33
2025-09-30,Denver,Control,Austin / Denver,10581.82
2025-10-01,Denver,Control,Austin / Denver,10726.01
2025-10-02,Denver,Control,Austin / Denver,10544.28
2025-10-03,Denver,Control,Austin / Denver,10766.36
2025-10-04,Denver,Control,Austin / Denver,12634.05
2025-10-05,Denver,Control,Austin / Denver,11528.0
2025-10-06,Denver,Control,Austin / Denver,10181.79
2025-10-07,Denver,Control,Austin / Denver,11234.98
2025-10-08,Denver,Control,Austin / Denver,10620.52
2025-10-09,Denver,Control,Austin / Denver,10433.51
2025-10-10,Denver,Control,Austin / Denver,11005.74
2025-10-11,Denver,Control,Austin / Denver,11639.11
2025-10-12,Denver,Control,Austin / Denver,12464.69
2025-10-13,Denver,Control,Austin / Denver,10802.59
2025-10-14,Denver,Control,Austin / Denver,10369.52
2025-10-15,Denver,Control,Austin / Denver,11270.56
2025-10-16,Denver,Control,Austin / Denver,10278.96
2025-10-17,Denver,Control,Austin / Denver,10726.42
2025-10-18,Denver,Control,Austin / Denver,11782.43
2025-10-19,Denver,Control,Austin / Denver,12109.56
2025-10-20,Denver,Control,Austin / Denver,10942.05
2025-10-21,Denver,Control,Austin / Denver,10383.58
2025-10-22,Denver,Control,Austin / Denver,10085.84
2025-10-23,Denver,Control,Austin / Denver,10488.01
2025-10-24,Denver,Control,Austin / Denver,10067.62
2025-10-25,Denver,Control,Austin / Denver,12222.64
2025-10-26,Denver,Control,Austin / Denver,11544.22
2025-10-27,Denver,Control,Austin / Denver,10112.39
2025-10-28,Denver,Control,Austin / Denver,10284.07
2025-10-29,Denver,Control,Austin / Denver,9727.48
2025-10-30,Denver,Control,Austin / Denver,9838.83
2025-10-31,Denver,Control,Austin / Denver,10579.33
2025-11-01,Denver,Control,Austin / Denver,11144.96
2025-11-02,Denver,Control,Austin / Denver,10989.53
2025-11-03,Denver,Control,Austin / Denver,10290.27
2025-11-04,Denver,Control,Austin / Denver,10499.33
2025-11-05,Denver,Control,Austin / Denver,10318.28
2025-11-06,Denver,Control,Austin / Denver,10398.0
2025-11-07,Denver,Control,Austin / Denver,9767.68
2025-11-08,Denver,Control,Austin / Denver,10753.53
2025-11-09,Denver,Control,Austin / Denver,11760.69
2025-11-10,Denver,Control,Austin / Denver,9871.79
2025-11-11,Denver,Control,Austin / Denver,9881.91
2025-11-12,Denver,Control,Austin / Denver,10420.0
2025-11-13,Denver,Control,Austin / Denver,10135.72
2025-11-14,Denver,Control,Austin / Denver,10086.98
2025-11-15,Denver,Control,Austin / Denver,11907.04
2025-11-16,Denver,Control,Austin / Denver,10911.42
2025-11-17,Denver,Control,Austin / Denver,10214.25
2025-11-18,Denver,Control,Austin / Denver,9897.81
2025-11-19,Denver,Control,Austin / Denver,9960.72
2025-11-20,Denver,Control,Austin / Denver,10391.05
2025-11-21,Denver,Control,Austin / Denver,10023.72
2025-11-22,Denver,Control,Austin / Denver,11259.79
2025-11-23,Denver,Control,Austin / Denver,11437.7
2025-11-24,Denver,Control,Austin / Denver,9691.05
2025-11-25,Denver,Control,Austin / Denver,9517.07
2025-11-26,Denver,Control,Austin / Denver,9437.65
2025-11-27,Denver,Control,Austin / Denver,11958.19
2025-11-28,Denver,Control,Austin / Denver,14784.72
2025-11-29,Denver,Control,Austin / Denver,10633.11
2025-11-30,Denver,Control,Austin / Denver,10936.54
2025-12-01,Denver,Control,Austin / Denver,9677.39
2025-12-02,Denver,Control,Austin / Denver,9877.73
2025-12-03,Denver,Control,Austin / Denver,10052.07
2025-12-04,Denver,Control,Austin / Denver,10064.72
2025-12-05,Denver,Control,Austin / Denver,9557.05
2025-12-06,Denver,Control,Austin / Denver,10935.77
2025-12-07,Denver,Control,Austin / Denver,11091.88
2025-12-08,Denver,Control,Austin / Denver,9670.23
2025-12-09,Denver,Control,Austin / Denver,10319.72
2025-12-10,Denver,Control,Austin / Denver,9929.44
2025-12-11,Denver,Control,Austin / Denver,10015.85
2025-12-12,Denver,Control,Austin / Denver,9992.28
2025-12-13,Denver,Control,Austin / Denver,11408.2
2025-12-14,Denver,Control,Austin / Denver,11063.65
2025-12-15,Denver,Control,Austin / Denver,9314.79
2025-12-16,Denver,Control,Austin / Denver,9912.56
2025-12-17,Denver,Control,Austin / Denver,9549.27
2025-12-18,Denver,Control,Austin / Denver,9597.39
2025-12-19,Denver,Control,Austin / Denver,9993.39
2025-12-20,Denver,Control,Austin / Denver,11462.92
2025-12-21,Denver,Control,Austin / Denver,11043.91
2025-12-22,Denver,Control,Austin / Denver,9917.09
2025-12-23,Denver,Control,Austin / Denver,10412.9
2025-12-24,Denver,Control,Austin / Denver,12285.11
2025-12-25,Denver,Control,Austin / Denver,12170.75
2025-12-26,Denver,Control,Austin / Denver,10042.99
2025-12-27,Denver,Control,Austin / Denver,10474.29
2025-12-28,Denver,Control,Austin / Denver,11365.3
2025-12-29,Denver,Control,Austin / Denver,10011.71
2025-12-30,Denver,Control,Austin / Denver,10341.97
2025-12-31,Denver,Control,Austin / Denver,11089.0
2025-01-01,Miami,Test,Miami / Phoenix,8821.12
2025-01-02,Miami,Test,Miami / Phoenix,7898.75
2025-01-03,Miami,Test,Miami / Phoenix,8300.43
2025-01-04,Miami,Test,Miami / Phoenix,9438.17
2025-01-05,Miami,Test,Miami / Phoenix,9557.92
2025-01-06,Miami,Test,Miami / Phoenix,8654.94
2025-01-07,Miami,Test,Miami / Phoenix,9084.24
2025-01-08,Miami,Test,Miami / Phoenix,8618.66
2025-01-09,Miami,Test,Miami / Phoenix,8033.88
2025-01-10,Miami,Test,Miami / Phoenix,8677.51
2025-01-11,Miami,Test,Miami / Phoenix,10349.13
2025-01-12,Miami,Test,Miami / Phoenix,9684.15
2025-01-13,Miami,Test,Miami / Phoenix,8521.99
2025-01-14,Miami,Test,Miami / Phoenix,8601.15
2025-01-15,Miami,Test,Miami / Phoenix,8320.55
2025-01-16,Miami,Test,Miami / Phoenix,8888.99
2025-01-17,Miami,Test,Miami / Phoenix,8621.09
2025-01-18,Miami,Test,Miami / Phoenix,10216.46
2025-01-19,Miami,Test,Miami / Phoenix,9745.35
2025-01-20,Miami,Test,Miami / Phoenix,8577.49
2025-01-21,Miami,Test,Miami / Phoenix,9044.91
2025-01-22,Miami,Test,Miami / Phoenix,8655.96
2025-01-23,Miami,Test,Miami / Phoenix,9481.67
2025-01-24,Miami,Test,Miami / Phoenix,8701.89
2025-01-25,Miami,Test,Miami / Phoenix,10332.99
2025-01-26,Miami,Test,Miami / Phoenix,10631.39
2025-01-27,Miami,Test,Miami / Phoenix,8402.94
2025-01-28,Miami,Test,Miami / Phoenix,8303.24
2025-01-29,Miami,Test,Miami / Phoenix,8423.54
2025-01-30,Miami,Test,Miami / Phoenix,9514.51
2025-01-31,Miami,Test,Miami / Phoenix,8856.96
2025-02-01,Miami,Test,Miami / Phoenix,11436.2
2025-02-02,Miami,Test,Miami / Phoenix,10282.57
2025-02-03,Miami,Test,Miami / Phoenix,9235.48
2025-02-04,Miami,Test,Miami / Phoenix,9785.19
2025-02-05,Miami,Test,Miami / Phoenix,9995.8
2025-02-06,Miami,Test,Miami / Phoenix,10051.6
2025-02-07,Miami,Test,Miami / Phoenix,9762.58
2025-02-08,Miami,Test,Miami / Phoenix,11093.16
2025-02-09,Miami,Test,Miami / Phoenix,10965.21
2025-02-10,Miami,Test,Miami / Phoenix,9707.27
2025-02-11,Miami,Test,Miami / Phoenix,9238.9
2025-02-12,Miami,Test,Miami / Phoenix,9174.69
2025-02-13,Miami,Test,Miami / Phoenix,9521.96
2025-02-14,Miami,Test,Miami / Phoenix,10336.59
2025-02-15,Miami,Test,Miami / Phoenix,10792.42
2025-02-16,Miami,Test,Miami / Phoenix,11268.02
2025-02-17,Miami,Test,Miami / Phoenix,10040.5
2025-02-18,Miami,Test,Miami / Phoenix,9750.52
2025-02-19,Miami,Test,Miami / Phoenix,10318.16
2025-02-20,Miami,Test,Miami / Phoenix,9362.94
2025-02-21,Miami,Test,Miami / Phoenix,9763.6
2025-02-22,Miami,Test,Miami / Phoenix,10970.5
2025-02-23,Miami,Test,Miami / Phoenix,10574.61
2025-02-24,Miami,Test,Miami / Phoenix,9928.76
2025-02-25,Miami,Test,Miami / Phoenix,9955.46
2025-02-26,Miami,Test,Miami / Phoenix,10618.65
2025-02-27,Miami,Test,Miami / Phoenix,10325.31
2025-02-28,Miami,Test,Miami / Phoenix,9738.72
2025-03-01,Miami,Test,Miami / Phoenix,12240.0
2025-03-02,Miami,Test,Miami / Phoenix,12042.2
2025-03-03,Miami,Test,Miami / Phoenix,10477.37
2025-03-04,Miami,Test,Miami / Phoenix,10213.27
2025-03-05,Miami,Test,Miami / Phoenix,9978.11
2025-03-06,Miami,Test,Miami / Phoenix,10244.78
2025-03-07,Miami,Test,Miami / Phoenix,10843.64
2025-03-08,Miami,Test,Miami / Phoenix,12554.92
2025-03-09,Miami,Test,Miami / Phoenix,12469.2
2025-03-10,Miami,Test,Miami / Phoenix,10376.14
2025-03-11,Miami,Test,Miami / Phoenix,10180.7
2025-03-12,Miami,Test,Miami / Phoenix,10704.06
2025-03-13,Miami,Test,Miami / Phoenix,10022.98
2025-03-14,Miami,Test,Miami / Phoenix,10862.35
2025-03-15,Miami,Test,Miami / Phoenix,12093.09
2025-03-16,Miami,Test,Miami / Phoenix,12016.78
2025-03-17,Miami,Test,Miami / Phoenix,10267.65
2025-03-18,Miami,Test,Miami / Phoenix,11113.6
2025-03-19,Miami,Test,Miami / Phoenix,10760.85
2025-03-20,Miami,Test,Miami / Phoenix,10563.56
2025-03-21,Miami,Test,Miami / Phoenix,9961.54
2025-03-22,Miami,Test,Miami / Phoenix,12452.41
2025-03-23,Miami,Test,Miami / Phoenix,13181.18
2025-03-24,Miami,Test,Miami / Phoenix,11818.84
2025-03-25,Miami,Test,Miami / Phoenix,11058.67
2025-03-26,Miami,Test,Miami / Phoenix,11048.28
2025-03-27,Miami,Test,Miami / Phoenix,11499.96
2025-03-28,Miami,Test,Miami / Phoenix,10987.07
2025-03-29,Miami,Test,Miami / Phoenix,12890.69
2025-03-30,Miami,Test,Miami / Phoenix,13111.59
2025-03-31,Miami,Test,Miami / Phoenix,11966.08
2025-04-01,Miami,Test,Miami / Phoenix,11506.04
2025-04-02,Miami,Test,Miami / Phoenix,11510.83
2025-04-03,Miami,Test,Miami / Phoenix,11298.59
2025-04-04,Miami,Test,Miami / Phoenix,11361.87
2025-04-05,Miami,Test,Miami / Phoenix,12998.72
2025-04-06,Miami,Test,Miami / Phoenix,13267.91
2025-04-07,Miami,Test,Miami / Phoenix,12153.82
2025-04-08,Miami,Test,Miami / Phoenix,11544.62
2025-04-09,Miami,Test,Miami / Phoenix,12460.01
2025-04-10,Miami,Test,Miami / Phoenix,11832.52
2025-04-11,Miami,Test,Miami / Phoenix,11969.97
2025-04-12,Miami,Test,Miami / Phoenix,13101.45
2025-04-13,Miami,Test,Miami / Phoenix,12506.25
2025-04-14,Miami,Test,Miami / Phoenix,12440.21
2025-04-15,Miami,Test,Miami / Phoenix,12425.83
2025-04-16,Miami,Test,Miami / Phoenix,12080.2
2025-04-17,Miami,Test,Miami / Phoenix,12253.56
2025-04-18,Miami,Test,Miami / Phoenix,12464.87
2025-04-19,Miami,Test,Miami / Phoenix,13080.45
2025-04-20,Miami,Test,Miami / Phoenix,13513.27
2025-04-21,Miami,Test,Miami / Phoenix,12690.9
2025-04-22,Miami,Test,Miami / Phoenix,11951.88
2025-04-23,Miami,Test,Miami / Phoenix,12579.16
2025-04-24,Miami,Test,Miami / Phoenix,11990.86
2025-04-25,Miami,Test,Miami / Phoenix,12721.99
2025-04-26,Miami,Test,Miami / Phoenix,13934.22
2025-04-27,Miami,Test,Miami / Phoenix,13371.65
2025-04-28,Miami,Test,Miami / Phoenix,13100.25
2025-04-29,Miami,Test,Miami / Phoenix,12415.36
2025-04-30,Miami,Test,Miami / Phoenix,12423.06
2025-05-01,Miami,Test,Miami / Phoenix,12843.2
2025-05-02,Miami,Test,Miami / Phoenix,13239.08
2025-05-03,Miami,Test,Miami / Phoenix,13816.76
2025-05-04,Miami,Test,Miami / Phoenix,14260.95
2025-05-05,Miami,Test,Miami / Phoenix,13069.76
2025-05-06,Miami,Test,Miami / Phoenix,13204.02
2025-05-07,Miami,Test,Miami / Phoenix,13041.06
2025-05-08,Miami,Test,Miami / Phoenix,12867.45
2025-05-09,Miami,Test,Miami / Phoenix,12724.85
2025-05-10,Miami,Test,Miami / Phoenix,14469.01
2025-05-11,Miami,Test,Miami / Phoenix,14060.3
2025-05-12,Miami,Test,Miami / Phoenix,12023.54
2025-05-13,Miami,Test,Miami / Phoenix,13329.97
2025-05-14,Miami,Test,Miami / Phoenix,13537.49
2025-05-15,Miami,Test,Miami / Phoenix,12325.47
2025-05-16,Miami,Test,Miami / Phoenix,12868.55
2025-05-17,Miami,Test,Miami / Phoenix,14880.85
2025-05-18,Miami,Test,Miami / Phoenix,15455.21
2025-05-19,Miami,Test,Miami / Phoenix,13343.5
2025-05-20,Miami,Test,Miami / Phoenix,13085.64
2025-05-21,Miami,Test,Miami / Phoenix,13318.9
2025-05-22,Miami,Test,Miami / Phoenix,13936.41
2025-05-23,Miami,Test,Miami / Phoenix,13193.48
2025-05-24,Miami,Test,Miami / Phoenix,14524.67
2025-05-25,Miami,Test,Miami / Phoenix,14668.75
2025-05-26,Miami,Test,Miami / Phoenix,14198.17
2025-05-27,Miami,Test,Miami / Phoenix,13579.7
2025-05-28,Miami,Test,Miami / Phoenix,14172.51
2025-05-29,Miami,Test,Miami / Phoenix,13699.36
2025-05-30,Miami,Test,Miami / Phoenix,13501.55
2025-05-31,Miami,Test,Miami / Phoenix,14871.8
2025-06-01,Miami,Test,Miami / Phoenix,14408.3
2025-06-02,Miami,Test,Miami / Phoenix,13991.91
2025-06-03,Miami,Test,Miami / Phoenix,13645.14
2025-06-04,Miami,Test,Miami / Phoenix,13623.9
2025-06-05,Miami,Test,Miami / Phoenix,14923.01
2025-06-06,Miami,Test,Miami / Phoenix,13839.67
2025-06-07,Miami,Test,Miami / Phoenix,14821.34
2025-06-08,Miami,Test,Miami / Phoenix,14960.25
2025-06-09,Miami,Test,Miami / Phoenix,14208.28
2025-06-10,Miami,Test,Miami / Phoenix,13828.89
2025-06-11,Miami,Test,Miami / Phoenix,13252.62
2025-06-12,Miami,Test,Miami / Phoenix,14161.16
2025-06-13,Miami,Test,Miami / Phoenix,13569.99
2025-06-14,Miami,Test,Miami / Phoenix,15912.13
2025-06-15,Miami,Test,Miami / Phoenix,15621.44
2025-06-16,Miami,Test,Miami / Phoenix,13686.13
2025-06-17,Miami,Test,Miami / Phoenix,14352.34
2025-06-18,Miami,Test,Miami / Phoenix,13900.14
2025-06-19,Miami,Test,Miami / Phoenix,14206.54
2025-06-20,Miami,Test,Miami / Phoenix,14074.18
2025-06-21,Miami,Test,Miami / Phoenix,14940.2
2025-06-22,Miami,Test,Miami / Phoenix,15023.45
2025-06-23,Miami,Test,Miami / Phoenix,14299.92
2025-06-24,Miami,Test,Miami / Phoenix,13786.2
2025-06-25,Miami,Test,Miami / Phoenix,13764.26
2025-06-26,Miami,Test,Miami / Phoenix,13558.29
2025-06-27,Miami,Test,Miami / Phoenix,14085.13
2025-06-28,Miami,Test,Miami / Phoenix,16075.21
2025-06-29,Miami,Test,Miami / Phoenix,14887.43
2025-06-30,Miami,Test,Miami / Phoenix,13938.29
2025-07-01,Miami,Test,Miami / Phoenix,14466.08
2025-07-02,Miami,Test,Miami / Phoenix,13898.89
2025-07-03,Miami,Test,Miami / Phoenix,14100.12
2025-07-04,Miami,Test,Miami / Phoenix,14782.95
2025-07-05,Miami,Test,Miami / Phoenix,15452.22
2025-07-06,Miami,Test,Miami / Phoenix,15215.52
2025-07-07,Miami,Test,Miami / Phoenix,14292.76
2025-07-08,Miami,Test,Miami / Phoenix,14365.3
2025-07-09,Miami,Test,Miami / Phoenix,14893.43
2025-07-10,Miami,Test,Miami / Phoenix,14124.34
2025-07-11,Miami,Test,Miami / Phoenix,14021.94
2025-07-12,Miami,Test,Miami / Phoenix,15330.46
2025-07-13,Miami,Test,Miami / Phoenix,15115.24
2025-07-14,Miami,Test,Miami / Phoenix,14005.31
2025-07-15,Miami,Test,Miami / Phoenix,13756.08
2025-07-16,Miami,Test,Miami / Phoenix,13923.4
2025-07-17,Miami,Test,Miami / Phoenix,14350.53
2025-07-18,Miami,Test,Miami / Phoenix,13457.24
2025-07-19,Miami,Test,Miami / Phoenix,15627.18
2025-07-20,Miami,Test,Miami / Phoenix,15683.26
2025-07-21,Miami,Test,Miami / Phoenix,13761.05
2025-07-22,Miami,Test,Miami / Phoenix,12987.2
2025-07-23,Miami,Test,Miami / Phoenix,13549.58
2025-07-24,Miami,Test,Miami / Phoenix,14259.89
2025-07-25,Miami,Test,Miami / Phoenix,13744.29
2025-07-26,Miami,Test,Miami / Phoenix,14723.65
2025-07-27,Miami,Test,Miami / Phoenix,14896.44
2025-07-28,Miami,Test,Miami / Phoenix,14027.04
2025-07-29,Miami,Test,Miami / Phoenix,13899.19
